content,sentiment
"Memudahkan ketika gue ga ada waktu pas perpanjang sim, thanks!",Positif
Sangat membantu. Bravo Korlantas Polri..,Positif
"Harapan adanya Aplikasi yang sangat bermanfaat ini, semoga dapat menghilangkan tindak korupsi di Indonesia yang cukup marak terjadi serta memudahkan masyarakat terkait pelayanan di Indonesia, serta menjadikan Indonesia yang sejahtera dan jujur💯",Positif
Sangat bermanfaat,Positif
Aplikasinya sangat membantu...👍🏾👍🏾,Positif
"Aplikasinya bagus, mempermudah pelayanan perpanjangan SIM",Positif
"Sebuah terobosan inovatif dari Polri,mantap pak pol, lanjutkan semoga bermanfaat dan selalu amanah",Positif
Polri semakin unggul 👍👍👍👍,Positif
"Aplikasi sangat membantu bagi para pekerja, tdk perlu dtang ke polres, duduk di rumah buka hp, SIM jadi sudah ad yg nganter. Pokoknya aplikasi josss gandos.",Positif
Mantap kebetulan sim gw mau abis makasi pak polisi,Positif
Sebuah terobosan yg luar biasa. Salut utk polantas Indonesia.,Positif
Mudah #dimanasaja,Positif
"Akhirnya ada aplikasi 1 pintu khususnya di bagian lalulintas, semoga Bs sangat lebih membantu, dan lebih cepat proses, trimksh pak polantas",Positif
"terimakasih cukup membantu, dan tidak ribet lg.",Positif
"Mantaaappp... sangat membantu sekali, semakin mudah...terima kasih POLRI.. Suksess dan Jaya selalu",Positif
"Keren, pelayanan polri kini semakin mudah",Positif
nice app jadi ga perlu antri lagi ke satpas👍👍,Positif
Mau perpanjang SIM jadi lebih gampang. Aplikasi ini sangat bermanfaat.,Positif
"kerenn, ga repot kalo mau perpanjang sim..",Positif
Good,Positif
"Jujur saya kecewa, sudah mengikuti tes psikologi di ePpsi SIM dan juga tes kesehatan di e-rikkes langsung datang ke klinik Polres, kendala pas registrasi wilayah satpas untuk POLDA RIAU belum terdaftar, begitu hubungi call center disarankan langsung datang ke polres,. Mohon sekali lagi untuk tetap memberikan pelayanan yang baik kepada masyarakat dan segera lakukan pengembangan secepat nya untuk wilayah Polda Riau dan juga yang lain nya. Semoga polri semakin jaya.",Negatif
Aplikasi ga komplit ga Ada pilihan untuk perpanjang sim B2 UMUM,Negatif
Kenapa gak bisa buat sim saya kira bisa buat bikin sim online,Negatif
"seharusnya ini aplikasi masih beta bukan launching. udah psikotest dan tes kesehatan lewat app (gak gratis lho), ternyata belum bisa dipakai d sby dan harus psikotest dan tes kesehatan ulang ditempat perpanjang offline, yg tes lewat app tidak bisa d pake, bayarnya jd dobel",Negatif
"Tolong ya min di respons... Dari tgl 2 Mei sampai skrg tgl 6 Mei blm jga ada kabar di aplikasi, perpanjangan SIM C dan A semua udh bayar,tolong di jawab min ?? SIM saya dua duanya mati tgl 14 Mei ini,klo sampai tgl 14 blm juga jadi dan blm ada kabar,l klo saya jln lalu saya di tilang gara2 SIM yg saya pegang sdh tdk berlau ,apa yg harus saya jelas ke petugas di lapangan,klo saya sdh jelaskan dan tetap di tilang itu bgmna min siapa yg bertanggung jawab?? Tolong respons nya ya min???",Negatif
"Selamat siang..tadi saya konfirmasi ke satpas terdekat (purwokerto, banyumas, jawa tengah), jawaban nya yaitu tetap harus mengurus permohonan perpanjang SIM C secara langsung/off line karena satpas banyumas blm terdaftar jg di aplikasi, jumat bsk tgl 7 mei bsk mau saya urus daripada telat lewat tgl 9 mei..dan mohon pembayaran yg sdh saya transfer ke digital korlantas polri utk segera dikembalikan secepatnya & proses SIM online di cancel saja..terimakasih",Negatif
"cuman bisa provinsi dki dan jatim, gimana ni, udah terlanjur bayar psikotest",Negatif
"Tidak bisa verifikasi foto, tidak bisa simpan data sim, aplikasi tidak bisa digunakan. Uang rakyat digunakan untuk develop aplikasi gagal dan parahnya sudah dilaunching.",Negatif
Noob,Negatif
Saya mau bikin sim tapi d aplikasi Kok pembuatan sim belum tersedia ya min??,Negatif
Kenapa saat verifikasi ktp atau wajah selalu gagal ? Padahal saya sudah mengikuti arahan. Mohon untuk bantuan nya.,Negatif
"Kenapa aku verifikasi muka gak bisa ya, dah aku coba berkali"" hasilnya gagal, padahal sinyal, pencahayaan, n sudah ngikuti pandduan",Negatif
"MBOK YA TOLONG DIPUBLIKASIKAN WILAYAH POLDA MANA SAJA YANG BISA MENGGUNAKAN APLIKASI TIDAK KOMPLIT INI ? SANGAT KECEWA !! TIDAK USAH DI INSTAL, TIDAK BERGUNA DI WILAYAH POLDA JATENG !",Negatif
"Satpas Jabar kaga ada buset ini udh mah buang2 waktu di tes rikkes sma tes psikologi bayar ujung ujungnya gak bisa, Kalo emng blom siap gausah di release ini aplikasi Fungsi diterbitkan aplikasi tuh untuk mempermudah Bukan malah ngeribetin kerja 2 kali udh keluar biaya gabisa Kasih keterangan di aplikasi HANYA UNTUK WILAYAH PODA ( METRO JAYA & JATIM)",Negatif
"Saya selalu gagal dalam verifikasi KTP, sudah ikuti anjuran tetap ggl terus padahal internet memadai mohon solusinya .",Negatif
Kok verifikasi ktp nya gabisa ya,Negatif
"Udah mangap, geleng geleng, ngangguk-ngangguk, kedip-kedip tetep ga bisa verifikasi. Apa muka saya yang gagal 😰",Negatif
Untuk daerah probolinggo Jatim kenapa masih belum bisa di akses ?,Negatif
Udah tes psikologi dan tes kesehatan ternyata lokasi ku tinggal gak ada. Sedih kali harus lewat jalur offline bayar ulang tes psikologi sama tes kesehatan.,Negatif
buruk !!,Negatif
Sejak pertama kali download Aplikasi ini sampai sekarang tidak bisa daftar data Profil. 😓,Negatif
"Mau isi erikkes sama eppsi ga bisa pak,, di minta download aplikasi tp, ga bisa di download aplikasinya",Negatif
Saya verifikasi gak bisa2 udh beberapa kali foto,Negatif
"Melalui aplikasi ini, sy sudah bayar untuk psikotes dan sudah tes, dinyatakan lulus. Selanjutnya sy diarahkan untuk tes kesehatan di tempat yg di tunjuk aplikasi, yaitu salah satunya di klinik pratama urkes di jl.M.Duryat no.45 (Polresta Sidoarjo). Sesampai di Polresta Sda, dikatakan hrs mengulang psikotes lg dan bayar lagi, alasannya Polresta Sda blm bisa melayani untuk perpanjangan SIM Online, dan skln tes kesehatan disitu. Lalu bgmn, pdhl di aplikasi sy sudah bayar untuk psikotes.",Negatif
Pasti alasan mohon maaf mengalami lonjakan.... Sementara masa berlaku sim sudah habis... Status belum berubah... Kalau belum siap dari segala sesuatunya mending jangan dilaunching aplikasi ini,Negatif
"Saya mengalami kendala yang dimana lacak paket kiriman POS tidak bisa dilacak, nomor resi nya ketika saya lacak tidak terdeteksi. Saya bingung ini, SIM saya tanggal 11 ini mati, sedangkan saya menunggu SIM online tak kunjung datang,",Negatif
Verifikasi nya terlalu rumit sehingga sering gagal,Negatif
"Pak tolong diperbaiki aplikasinya, karena di dalam menu SIM semuanya tidak bisa di akses dengan note:Layanan belum tersedia,layanan yang anda pilih masih dalam proses pengembangan. Kalau semuanya ga bisa dipilih dengan kata lain aplikasi ini tidak bisa dipakai dan sangat tidak bermanfaat untuk masyarakat Indonesia dalam hal mengurus SIM secara online.",Negatif
"Aplikasi nya belom siap bener2 masa verifikasi ktp ajh susah amet , udah tengok kanan kiri , mangap lah apalah masih ajh gagal tolong lebih di tingkatkan lagi aplikasi nya , gtuh cara nya gimna masyarakat bisa nikmati layanan sim secara online",Negatif
"Gabisa verifikasi wajah udah berulang kali, hingga sampai belasan kali tetap gagal. Mau ngurus langsung ke satlantas dipastikan harga berkali lipas hingga 400ribu. Karena sibuk ngurus orang tua sakit, hingga kelupaan tgl 1mei kemarin sim mati, lupa perpanjang. Kalau biat baru langsung ke lantas biaya pasti tidak sesuai, bisa sampai 400ribuan",Negatif
"setelah hampir 2 minggu menunggu, tnyta proses ditolak dgn keterangan alasan upload foto SIM tidak sesuai(resolusi mgkn kegedean) , tapi tnyta dibalikin uang nya ga smuanya, minus 10rb, entah kenapa selisih bgtu",Negatif
"Susah banget mau foto, gak berhasil. Selalu ""tidak sesuai..."" Padahal udah ngikutin",Negatif
Sy daftar aplikasi sj blom berhasil...,Negatif
Hallo jika saya ingin membatalkan proses kenapa tidak bisa ya?,Negatif
"Verifikasi KTP yang foto wajah nya gagal mulu, nyusahin",Negatif
Sy tdk bisa verifikasi ktp padahal udah ambil foto berulang kali,Negatif
"Verifikasi wajah gagal terus, padahal wajah saya asli",Negatif
"Verifikasi KTP gagal terus, cape mangap2 geleng2 angguk2, lama2 copot nih...",Negatif
Mau daftar susah banget Verifikasi e-ktp gagal terus Pdahal sudah mengikuti intruksi,Negatif
"Mau tes kesehatan ke faskes terdaftar, eh katanya belum ada instruksi lg dr sananya. Jd ga bisa. Aplikasinya belum sempurna nih, kebanyakan ga bisanya",Negatif
Upload data kelengkapan gagal terus padahal sudah sesuai kriteria. Mon maaf nih Pak bintang 1 dulu ya,Negatif
"verifikasi ktp aja susah setengah mati, gagal terus, padahal pencahayaan kurang gimana lgi duhhh",Negatif
Well,Negatif
Terkendala di e-rikkes nya. Sudah foto wajah 5000 kali selalu no available. Aplikasinya ngerjain ni niat mau ngurus SIM tp terkendala foto wajah doang.,Negatif
"Untuk wilayah rejang lebong bengkulu,apakah udah bisa nenggunakan Aplikasi ini...?",Negatif
Verifikasi e-ktp susah sekali.,Negatif
Payah..ktanya lewat online bikin sim bisa tpi kenyataanya sungguh mengecewakan.. Tertera keterangan masih dalam pengembangann terus,Negatif
"Bila memang aplikasi belum matang alangkah lebih baik jng di launching dahulu,saya mau daftar sim namun belum tersedia.",Negatif
"Perbaiki! mau bikin SIM baru susahnya nauzubillah. Kalo udah pake aplikasi begini harusnya jadi lebih mudah bukan malah jadi susah dan ribet, betapa senangnya pas dengar bikin SIM baru bisa lewat online tapi pas dicoba aplikasinya malah mengecewakan.",Negatif
Maaf sya krng puas dngn sistem oprasional apk ini Ada 3 poin 1. Alamat tjuan pngriman lwt POS. Yg hny bsa d isi secara otomatis dan tdk bsa d isi manual. Krna kecamatan tmpt sya tinggal tdk ada di opsi otomatis tsb. 2. Form masa pembuatan dan msa brlaku knp ada yg aneh? Semisal SIM lama d buat thn 2017 brkhir 2021. Itu sudah d isi k form. Tp knp data itu msuk k data SIM baru. 3. Mslah pmbyran knp tdk d permudah melalui tranfer antar bank. Krna yg bisa transaksi hny digital akun bank BNI.,Negatif
Verfikasi ktp selalu gagal uda coba sampai beberapa hari hasil sama uda ikutin panduan.,Negatif
Wilayah Polda Jabar lemot gila parah tolong min tgl 23 Mei ini,Negatif
"KECEWA SANGAT!!! Sudah psikotest dan dinyatakan LULUS, lalu pemeriksaan ke RS yang ditunjuk oleh aplikasi, ternyata server eror. Diminta menunggu selama 2hari dan akhirnya dikabarkan aplikasi kesehatannya TIDAK BISA DIGUNAKAN!! Lalu diminta langsung perpanjang SIM nya dimobil perpanjangan SIM. Tolong lah, kalau memang belum rampung jangan dulu diluncurkan aplikasinya, saya sudah menunggu selama 3hari dan hasilnya ZONK!! TERIMA KASIH.",Negatif
"Maaf pak, saya saat verifikasi wajah untuk verifikasi ktp sudah mengikuti arahan di aplikasi, namun yg sy dapatkan hanya tulisan GAGAL, terus dan terus saya coba.. dengan coba mengganti pakaian yg sama dengan ktp dan dengan pencahayaan yg baik. Sudah di ikutin dengan baik namun GAGAL terus.",Negatif
Udah satu bulan Bolak balik verifikasi ktp gagal terus. Aplikasi ini khusus buat jawa atau seluruh indonesia. Saya curiga aplikasi ini lagi masa uji coba khusus di pulau jawa.,Negatif
Bikin aplikasi yang bener nape Ane pengen verifikasi wajah aja susah banget kaga bisa bisa . begimana cara nya ini udah mau masuk masa tenggang SIM ane nih...,Negatif
"Saat verifikasi e-KTP selalu gagal, pada saat pengambilan foto wajah, padahal saya sudah mengikuti panduan dengan mengikuti gerakan wajah dan kepala. Tolong arahannya. Terimakasih",Negatif
Aplikasi busuk. Antri lama tp gabisa online.,Negatif
maaf saya kasih bintang satu dulu karena saat saya klik menu online kemudia muncul verifikasi email dan di suruh cek email dan sampai sekarang email belum ke kirim ke email saya dan saya kesusahan untuk memperpanjang sim online.,Negatif
Kenapa gagal terus verifikasi e ktp.. Ada solusi kah..,Negatif
"Pak klu saya perpanjang SIM melalui aplikasi ini, proses pembayaran baru 40% padahal uang pembayaran sdh ditansfer lunas, kartu SIM belum dicetak, sementara masa berlaku SIM tinggal beberapa hari lagi, jatohnya SIM saya mati atau bagaimana, mohon infonya ? Terima Kasih",Negatif
untuk wilayah Polda JABAR kok. ga bisa..,Negatif
"Astagfirullah, saya ngirim OTP verifikasi aja ga ada notif sama sekali, ini servernya tolong di perbagus min saya butuh bgt buat perpanjang sim online",Negatif
"Saya bingung, kenapa SIM C saya status ""UNVERIFIED"", bagaimana supaya ganti jadi ""VERIFIED"" ???? Padahal data yg saya masukan sesuai dengan yg ada di SIM saya",Negatif
"Min, moohon maaf saya sudah beberapa kali coba dan coba untuk verifikasi wajah selalu gagal...",Negatif
"Good buat POLRI,tp saya pikir ini sudah terlambat dilaksanankan, harusnya e-KTP ,SIM ,KARTU KELUARGA dan STNK kendaraan harusnya dilink,jd aksesnya hanya satu yaitu NIK e-KTP,jd ketahauan Kl seseorang Cacat Hukum, punya kendaraan Lebih dr 1 dan SIM lg proses TILANG,dibuat SYTEM BARCODE(intinya BARCODE di e-KTP,STNK,SIM semunya sama)sama seperti LINK AJA untuk BANK BUMN,jd ga ada alasan SIM KU TINGGAL,STNK ku tinggal, buka Handphone aja,makasih,salam",Negatif
"Verifikasi KTP doang susahnya minta ampun. 1 jam lebih mangap mangap kedip kedip geleng geleng sampe leher pegel. Jawabannya gitu doang, kalo bukan ""gagal"" atau ""gerakan tidak sesuai"". Padahal udah ngikutin sesuai instruksi. Pencahayaan juga udah terang, kamera HP juga bagus. Apa muka ane dari awal udah salah ya? Sampe gk bisa kedetek sama sistem?",Negatif
Pengisian untuk polda jateng belum disertakan.,Negatif
"Aplikasi sering keluar, udah bayar tp status di tolak, gatau lg dah, pdahal berlaku udh mau abis, ga ngerti lg",Negatif
Verivikasi KTP gagal melulu padahal sudah sesuai gerakan.,Negatif
Alhamdulillah ada pembaharuan tapi kenapa masih ngga bisa verifikasi wajah🤦‍♂️,Negatif
Dear Korlantas Metrojaya Saya sudah melakukan perpanjangan SIM dari tanggal 1 mei sdh melakukan pembayaran tapi sampai sekarang statusnya di aplikasi tdk berubah.,Negatif
Jelek banget apk nya verifikasi gerakan wajah gagal terus... Anggukan kepala goyangkan kepala gagal trus. Gw udah 2 x unduh apk ini..masih gagal trus. Pesan gw buat admin klo belum siap 100% jgn dulu lah.,Negatif
"Verifikasi wajah gagal terus,susah,nyerah saya pak",Negatif
Ngisi satpas susah buangeeeeeeettt..muter trus gk bisa masuk..masa iya cuma tersedia di polda Jatim sama metro jaya...gimana nih pak?????,Negatif
"Terlanjur daftar, test, lulus, udah bayar tapi Polda JATENG blm ada ya? 😭😭😭",Negatif
"Sangat sulit untuk verifikasi E KTP... Padahal cahaya sudah bagus, kamera tidak buram, dan koneksi lancar... ..",Negatif
Satu ulu nnti ua tambah klo bagua,Negatif
"Mencoba berkali-kali verifikasi foto wajah tetapi gagal terus, mencoba pakai handphone dgn spek lebih bagus pun juga gagal² terus",Negatif
Saya udh mengikuti seluruh tes dan udh bayar tapi kok stag gk di proses2 padahal dari tgl 30 april,Negatif
saat menyimpan data kok terjadi kesalahan terus. waktu pembayaran juga terjadi error,Negatif
Tidak bisa di gunakan sama sekali . Semuanya tidak dapat di gunakan masih dalam proses pengembangan,Negatif
Tidak ada keterangan di awal bahwa hanya beberapa daerah saja yang bisa diproses. Udah test psikolog + kesehatan giliran masuk polda tidak bsa diproses. Misal harus e polda jateng apa bsa pilih yg jatim trus pengiriman by pos?,Negatif
Tidak bagus. Sulit login. Verifikasi ektp gagal terus. Tidak user-friendly.,Negatif
"Kok saya gak bisa verifikasi ktp y? Gagal trus, padahal sudah mengikuti sesuai instruksi",Negatif
Saya dari Kalbar kok ga ad ya padahal sudah bayar tes psikologi,Negatif
"Verifikasinya sulit. Berulang kali ambil foto selalu gagal, padahal instruksinya sudah diikuti.",Negatif
verifikasi ktp susah bgt gagal terusss,Negatif
saya tidak mendapatkan link verifikasi via email,Negatif
Mengapa pada saat saya ingin verifikasi wajah untuk e-ktp selalu gagal? saya sudah coba berkali kali,Negatif
"Aplikasi belum memadai semua akses, tolong di perbaiki, terimakasih",Negatif
Kenapa apliksai nya selalu dalam pengembangan ?,Negatif
"Gk niat bikin aplikasi, pengembangan gk slesai2",Negatif
Saya pilih wilayah polda untuk wilayah jabar belum ada ya?mana sudah bayar test eppsi lagi. Yang ada hanya polda jatim dan metro jaya,Negatif
"Mau simpan data gagal terus, langsung keluar dari aplikasi mulu. dicoba di handphone lain pas mau upload dokumen perpanjang SIM gak bisa terus2an, langsung keluar dari aplikasi. Kenapa ya ini? Heran",Negatif
verifikasi e ktp ga bisa karena gagal foto wajah. sdh mengikuti instruksi tapi gagal terus.,Negatif
"Sudah mengikuti petunjuk tetap saja KTP tidak terverifikasi, mohon disempurnakan aplikasi nya. Ini bukan memudahkan tapi menyulitkan.",Negatif
"Belum bisa,pak polisi,sulit,walau udah update,verifikasi ktpnya sulit pak",Negatif
Dak jelas aplikasi ini...verivikask KTP muka TDK bisa2..,Negatif
"Berapa lama proses perpanjang SIM sampai di kirim ke alamat tujuan? Saya perpanjang tgl 30 April dan blum ada perubahan di status transaksi, masih 40% (dibayar)",Negatif
"Saya ingin bertanya, kenapa sy tdk bisa verifikasi di ePPsi, setiap sy masukan kode verifikasi selalu mucul keterangan ""email anda salah silahkan registrasi ulang"". Ketika ingin registrasi ulang selalu muncul keterangan ""email anda sudah di gunakan"" . Lantas Ini bagaimana solusinya? Pdhl email semua sdh benar 😥",Negatif
Kok g bsa saya sudah daftar lengkap g ad konfirmasi,Negatif
Masih blm bisa bikin SIM Baru..,Negatif
Verifikasi gagal terus. Mohon perbaiki,Negatif
"Bug nya terlalu banyak, mohon trial dulu sebelum release, saya yakin resource sdm cukup banyak untuk bisa develop jika compare dari tenaga perusahaan swasta. Tapi app ini lumayan bikin kesal, masalah yg saya alamin saat linked ke eppsi untuk tes psikolog, verifikasi foto fail mulu, dan upload directly from camera i/o galery, itu bug dan gabisa take picture dari kamera, please dibenerin dulu",Negatif
"Kenapa pada saat ke menu SATPAS Polda Sumatera Utara kok ngk bisa terbuka, padahal saya sudah uji kesehatan dan pengetahuan 😞😞",Negatif
Masa verifikasi muka tidak bisa terus,Negatif
"Kok susah amat ya verifikasi wajahnya sampai leher pegal GK bisa, tolong dong min di buat lebih simpel, kalo udah gampang tak kasih bintang biar jadi jendral besar",Negatif
"SIM saya mati tgl 12 Mei 2021 Saya sudah mencoba perpanjang dari awal bulan April 2021 samapai hari ini saya masih belum bisa verifikasi wajah, sebenar nya tujuan aplikasi ini mempermudah atau mempersulit, tgl 12 Mei sbentar lagi nanti kalau belum bisa juga gi mana kena razia saya yg salah????? Tolong lah di bantu dengan se benar-benar nya, apa tujuan aplikasi ini?????",Negatif
"Ga bisa digunakan,komplen ke email jg ga ada respon.kl blm siap jgn dilaunching.",Negatif
tolong lah pak ..untuk verifikasi e ktp di tingkatkan lagi masa dari bulan april -mei belum berhasil juga ....di ghosting itu gak enak loh 😭😭,Negatif
Sering eror verifikasi wajah sudah sesuai instruksi gagal Terus,Negatif
Kenapa lokasinya cuma ada POLDA Metro Jaya sama Jatim? Lokasi saya gak ada,Negatif
Kenapa Polda JATENG tidak apa ya ? Mohon informasinya harus bagaimana ?,Negatif
Susah verifikasi ktp,Negatif
"Bintang 2 dlu,soal pelayanan pembuatan sim di aplikasi msh blum buka,nti udh buka bru ksih bintang 5",Negatif
Kenapa verifikasi e ktp gagal terus sedangkan saya sudah mengikuti intruksi yg d inginkan juga menggunakan jaringan dari beberapa kartu tetep aja gak bisa ya ?,Negatif
"Dr tgl 28 april sampai skr 3 Mei, statusnya masih dibayar terus. Gk berubah2. Padahal sudah bayar dan sudah dapat notifikasi pembayaran berhasil dr tgl 28 april itu. Berapa hari kah untuk sampai dikirim? Apakah sudah pasti akan di cetak? Soalnya SIM sudah mau habis masa berlakunya. Takutnya SIM keburu mati, terus perpanjangan via aplikasinya direject/dicancel.",Negatif
"App jeleq bet, masih ada bug, verifikasi kamera sudah sesuai instruksi + pencahayaan ok, tapi masih terus gagal.",Negatif
"Ribet bat verifikasi foto nya, gagal mulu",Negatif
Kenapa POLDA JATENG gak ada???????? Lokasi satpas loading terus???,Negatif
Maaf ini kok ngak bisa di download yah??,Negatif
membantu kali,Negatif
Kok saya disuruh datang ke faskes sih....kan katanya online,Negatif
Gak bisa verifikasi foto,Negatif
"Amit amit, verifikasi ktp aja gkbisa"" padahal ikutin gerakan intruksi nya hadeh gimsna mau maju bos kalo verifikasi ktp aja fi persusah",Negatif
"jelek banget aplikasinya wkwkwk udh jaman segini aplikasi dari pemerintah masih segini"" aja nih?? gak malu sama negara"" lain apa??? gw verif muka aja kga bisa"" lohh apa muka gw terlalu jelek yak wkwkwk TINGKATIN LAGI DONGG dibenerin aplikasi nya gw mau bikin sim nih pak",Negatif
Kode otp tidak dikirim2,Negatif
Malah lebih sulit,Negatif
br verifikasi otp gak bisa2 blm bs digunakan?,Negatif
"email sudah terverifikasi,aplikasi gak bisa digunakan,,kenapa buat kalo belum sempurna aplikasinya..buang kuota aja.",Negatif
"Mau verifikasi ektp ga bisa, foto udah kedip2, nganggug2 kepala, geleng2 kepala, mangap2, buntutnya gagal. Gmn nih pak polisi tolong di sempurnakan aplikasinya. Supaya mempermudah user bukan mempersulit.",Negatif
Keliatannya pilihan POLDA cuman ad jakarta jatim bali. Mohon untuk daerah lain diadakan. Dan klo tes kesehatan untuk pilihan ditambahin dong puskesmas setiap kelurahan jadi lebih dekat rumah tinggal dan ramah dikantong,Negatif
"buat apa diinstal kalo masih membutuhkan aplikasi lain dan tidak online?! tes psikologi dan tes fisik harus install aplikasi lagi, ngisi data lagi, dan harus datang ke lokasi. tetap saja ribet dan buang-buang waktu",Negatif
wilayah polres nya gk lengkap,Negatif
"Aplikasi kagak bisa bikin sim online hahaha,percuma verifikasi sampe lengkap",Negatif
Bagaimana ya sy masuk eppsi login gk bisa karena akun email blm verifikasi ....tapi verifikasi gk di kirim??? Bgtu sy registrasi lagi NIK dan email sdh terdaftar??? Solusi supaya bisa masuk eppsi gmn?,Negatif
Setiap saya konfirmasi kartu sim saya kenapa tidak bisa.. malah suruh ke samsat terdekat,Negatif
Masih ada bug saat verifikasi ktp selalu gagal di tahap terakhir,Negatif
"Maaf, 1 bintang ya. Sangat susah verifikasi ktp. Ambil foto buka mulut, goyang kepala, tunjukan mata, sudah berjemur dibilang wajah kegelapan, wajah anda kebesaran, jauhkan hp huruf kekecilan. Akhirnya saya putuskan untuk datang kepelayanan publik untuk perpanjang SiM, yang hanya perlu hanya kurang 1 jam sudah beres perpanjangam SIM A dan C. Aplikasi ini telah menyita waktu untuk pekerjaan yang sia2. Untuk validasi ktp, kenapa tidak disediakan vitur scan ktp saja agar prosesnya lebih cepat.",Negatif
Verifikasi eKTP selalu gagal!!,Negatif
"Aplikasi belum bisa di gunakan sesuai fungsinya, ketika mengurus surat sehat atau medikal checkup, pihak runah sakit tidak mau melayani, jadi sama saja tidak bisa di gunakan",Negatif
Saya tidak bisa verifikasi ktp. Selalu gagal padahal sudah ikuti petunjuk waktu pengambilan foto. Kira2 masalahnya dimana yaa?,Negatif
Tidak bisa melakukan perubahan data email,Negatif
"Aplikasinya sudah bagus, tp pengaplikasian di lapangan masih kurang, saya sudah tes psikologi tinggal tes kesehatan, di aplikasi e-Rikkes di suruh datang k faskes polres Malang di jl. Pahlawan Trip tp pas kesana malah d suruh k faskes satpas jl. Wahidin dgn alasan belum ada sosialisasi, mohon utk Dirlantas Polri bisa d perbaiki, Terima kasih",Negatif
"Parah ini gimna uang udh d tranfer buat perpanjang sim,udh isi data semua! tapi sim belum ada kejelasan apapun nanyain ke pihak terkait pun tetep sama , sama aja penipuan ini, kok polri kaya gini sih ,balikin uang saya yg 116.400",Negatif
"Ini gimana udah dibayar tapi status ga berubah, ga di proses. Pertanggungjawabannya gmn ini udah terlanjur bayar? Jangan minta maaf mulu meningkatkan segala macam blablabla, pertanggungjawabannya aja udah beresin. Bikin aplikasi yg bener, kalo belum bener ga usah launching.",Negatif
Min tolong kodepos 56483 masukin database.ini gak bisa lanjut pilih jenis pengiriman setelah masukin kodepos itu,Negatif
Di kampar belum bisa e-rikkesnya kami kecewa sdh bayar test ePPsi e-rikkes dokternya belum siap,Negatif
Aplikasi apa ini..instruksi sdh dilaksanakan semua tapi tetap tidak bisa masuk... Aplikasi zonk..,Negatif
"Mohon maaf saya mau tanya kenapa saat saya mau melakukan proses perpanjangan melalui aplikasi ini pada saat mau Unggah/Upload dokumen berupa e-KTP ngga bisa melainkan keluar-keluar terus dari Aplikasi tersebut, mohon informasi kenapa. Terima kasih",Negatif
"udah dari tanggal 28 , sudah berhasil pengajuan perpanjang sim , udah dibayar juga tapi status masih 40 % belum diproses juga sampai hari ini...",Negatif
"Sudah instal hampir 1bln, tapi selalu bermasalah di kode otp. Susah sekali kode otp masuk. Sekalinya masuk, saya ketik sesuai nomernya, dibilang tidak sesuai. Coba lagi, susah lagi keluar otpnya.",Negatif
Erikes selalu TDK bs login..,Negatif
"proses perpanjangan SIM tahap awal sudah selesai , tapi kok lama banget ya untuk ke proses pencetakan kartunya, belum proses pengirimannya, sementara kartu SIM yang ditangan tinggal satu hari lagi masa berlakunya habis.. apa karna antusian masyarakat juga banyak sehingga terkendala untuk proses pencetakan dan pengiriman nya .",Negatif
masi belum bsa buat SIM baru,Negatif
aplikasi bug.. habis scan wajah lgsung tertutup sndri aplikasinya,Negatif
"masih belum diperpanjang kah wilayah satpas nya ? ko jabar masih belum ada ya ? tolong penjelasan nya , sim saya mau habis tgl 12 mei",Negatif
Dikerjain sama foto wajah gagal mullu bikin emosi. Secepatnya diperbaiki yah,Negatif
"Mohon bantuannya Sim sudah jadi, tapi pilihan ambil sendiri kirain bisa satgas diterdekat ternyata tidak. Saya di Yogyakarta dan pilihan satgas kemarin metro jaya, Say bersedia membayar ongkos kirim nya. Mohon email dibls, karena sudah semingguan tidak direspon Terimakasih",Negatif
Sy sdh lalui proses perpanjangan sim A..tp sy kliru input data lokasi penerbitan sim A lama sy...apakah itu bs dganti via email atau akses yg lain?,Negatif
Baru saja download aplikasi ini. Pas mau verifikasi e-ktp tidak bisa terus. Akhirnya saya uninstall apk ini. Mohon diperbaiki agar proses verifikasi lebih mudah. Sehingga dapat di gunakan untuk kalangan orang tua juga. Terimakasih.,Negatif
Not responsible,Negatif
"Assalami'alaikum we.wb. Yth.Bapak Kapolri Saya mau memperpanjang SIM A lewat online aplikasi SINAR dan sdh sampai pada Tahap Lokasi satpas, namun pada Tahap tersebut Pada kolom wilayah polda dan Nama Satpas tidak bisa kita isi loading terus,,, saya sdh jg TF,, sdgkn SIM saya Sdh Mau expalid.. Mhn petunjuknya Gimana Cara nya Supaya pada tahap Lokasi Satpas tersebut supaya lancar 🙏🙏🙏.. Salam Sejahtrra 🤝🤝🤝 Wassalamu'alaikum Wr.wb.",Negatif
masih bel jelas,Negatif
Udah bayar psikotes mau pilih lokasi JAWA BARAT tapi muter2 terus cma muncul METRO JAYA ma JATIM...ni aplikasi bener ga sih?!,Negatif
💪 Semangat TIM developer perbaiki lg kalau gak sanggup mending tarik dari playstore aja,Negatif
"GK bisa verifikasi email, gimana sih",Negatif
Kok verifikasi wajah gagal terus ya....????!! Padahal saya tidak memakai kacamata atau aksesoris apapun.. Mohon pencerahannyaa......!!!,Negatif
"Saya sudah lebih dari 4 hari tapi masih belum diproses, itu kendala nya bagaiman ya ?",Negatif
Halo ini saya sudah melakukan pembayaran perpanjangan pada tanggal 26 april tapi sampai sekarang status transaksi masih registrasi. Saya harus menunggu sampai kapan ya ?,Negatif
