,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
1492,gp:AOqpTOFFPGmHdipaIjCZQw4td-SBzmrE2ORygQ3M0sqOEdjAnz5OpRvXXgPspyeOrT0NiclUw9Cbr2wFgGKxVQ,oliq sandhika,https://play-lh.googleusercontent.com/a/AATXAJwBZJ84HrJB0xDifvMDWx-lBk-9L51Pc9Q1XsfX=mo,Keren dan mantap,5,0,1.0.0,2021-04-21 23:40:31,,
1493,gp:AOqpTOFFUkwYWfSHTacPqBLCZ0Dan9sB02J_kRWiT6WUIdyZIlhk7dyEerLrjLHvRR32p8ebhVoMGuhwt7XYFw,Iskandar Muda,https://play-lh.googleusercontent.com/a-/AOh14GjrBUMCAolffjX6ML2tEVWsAX0hHcerbsIpQGa78Q,"Sangat buruk, verifikasi wajah sangat sulit",1,0,1.1.2000,2021-04-21 23:27:50,"Mohon maaf atas ketidaknyamanannya. Mohon agar dipastikan mendapatkan pencahayaan yang baik, tidak mengenakan kacamata saat foto, dan hasil foto tidak buram. Jangan lupa untuk update aplikasi Digital Korlantas Anda. Apabila masih ada isu, mohon mengirimkan email ke info@digitalkorlantas.id agar kami dapat membantu menyelesaikan isu yang Anda alami.",2021-04-22 4:06:54
1494,gp:AOqpTOFbzs_0_MdoG4fuXgczyfRGvpG-eeEEjS-NFpcw0tQLpFq53INHU9PzTf8yE3JaoFenyMp18AGqF9kejQ,Nandha CHas,https://play-lh.googleusercontent.com/a-/AOh14Gi50xKTpg8t9T0G-L-lHqktkM_ypi1fwZDhDfjVng,"Ini gimana , tahap 1 2 oke . Sampai tahap 3 untuk pemilihan lokasi kok gak ada . Untuk wilayah Yogyakarta . Hmmm ... Menyulitkan ...",1,0,1.1.2000,2021-04-21 23:22:13,"
Saat ini perpanjangan SIM melalui aplikasi Digital Korlantas POLRI baru melayani beberapa daerah di Indonesia. Kedepan, kami akan menambahkan area pelayanan kami. Anda dapat memilih lokasi SATPAS yang tersedia di aplikasi dan memilih metode pengiriman POS Indonesia agar SIM dikirim ke tempat Anda. Terima kasih.",2021-04-22 4:08:39
1495,gp:AOqpTOHs0GHW9c1JrgL9kc9hb0VTV1wKCgPCPe_QYTnO1uofz0PklL8LSNxngMCNL8q3DYe-klb2W_c0aE1Kdg,Rhy Rie,https://play-lh.googleusercontent.com/a-/AOh14GhC_8HQAhputMV8PfY2ODNyZVcr7CcGL_6qELVN,Gagal terusssssssssss verif ktp,1,1,1.1.2000,2021-04-21 23:03:09,"Mohon maaf atas ketidaknyamanannya. Mohon agar dipastikan mendapatkan pencahayaan yang baik, tidak mengenakan kacamata saat foto, dan hasil foto tidak buram. Jangan lupa untuk update aplikasi Digital Korlantas Anda. Apabila masih ada isu, mohon mengirimkan email ke info@digitalkorlantas.id agar kami dapat membantu menyelesaikan isu yang Anda alami.",2021-04-22 4:08:58
1496,gp:AOqpTOG5vAmgqofogbg6Lbgmi4eUs_DD2PcOoiJ6jGI-YgWL90GrOQi5ZrNf08n1TNgY5Nd603p-7ODrdlhPBw,Sandy Pratama 08 AF,https://play-lh.googleusercontent.com/a-/AOh14Ghvwr2e96PN_C6gjbyv9548vGatpl0w6mcEAM85VQ,"Aplikasinya sering bermasalah dan masa tahun berlaku di sim baru yg tercetak malah 2021 harusnya kn 5th 2026,, tolong penjelasan nya? Dan solusinya bagaimna?",1,0,,2021-04-21 22:56:00,,
1497,gp:AOqpTOGx5OZQQNurFIftLl1f2wr-dmkuHq71qEsYigUkwt4eSHatWpQ2mmQuWO9HCVUvyncBc7AuY_4pEbRsnw,Hikmat Habriansyah,https://play-lh.googleusercontent.com/a-/AOh14GhO8oAXPtZ_gs4uZJ0DLiT7QGhbcIKrcR1XP_yq,STEP KEDUA PERPANJANGAN SIM GAK BISA TERUS.,1,0,1.0.0,2021-04-21 22:43:24,,
1498,gp:AOqpTOHGCGxMZWsWgjgUjRHS9XaFw1vuYtB0HH0OP4w5K0YOHK1bvieFDy9LUhIfS4iB9WVFoKda1zPKnW2-3g,Afa leeya,https://play-lh.googleusercontent.com/a-/AOh14Gj-O-jGReYoWo3brIIMiGz8M10l6nXkfpISp_8mmQ,"Yg susah verifikasi wajahnya..cape angguk2 geleng3 buka mulut kedip2 berulang kali ga jadi2, test psikolog sm test kesehatan udah..solusinya gmn???",4,0,1.1.2000,2021-04-21 22:36:09,"Mohon maaf atas ketidaknyamanannya. Mohon agar dipastikan mendapatkan pencahayaan yang baik, tidak mengenakan kacamata saat foto, dan hasil foto tidak buram. Jangan lupa untuk update aplikasi Digital Korlantas Anda. Apabila masih ada isu, mohon mengirimkan email ke info@digitalkorlantas.id agar kami dapat membantu menyelesaikan isu yang Anda alami.",2021-04-22 4:10:13
1499,gp:AOqpTOHlnqSsIE_iz4IGuAt21DylNXltDqwjI0zbZ-Elt2w_hrQi0F2QSLlozXOlxHxQZgyshtGWQooptB6Bfw,Wandy Syahreza,https://play-lh.googleusercontent.com/a-/AOh14GhNVHTSs3rSg6RpfceV78Nnp3vygmhlXaU6XwVoEQ,Mau tanya saya sudah selesai pendaftarannya dan sisa tahap terkhir yaitu transfer biayanya. Tp sampe sekarang sy belum dapat no rek atau VA untuk pembayarannya. Dimana saya bisa mendapatkan No Rek atau VA krn VA yang su pake saat bayar biaya psikolog sudah tidak bisa digunakan. Terima kasih,4,0,1.1.2000,2021-04-21 22:27:58,"Apakah Anda sudah memilih metode pembayaran? Apabila sudah, mohon untuk mengecek email yang berisi informasi nomor VA. Jika Anda tidak menerima email yang berisi nomor VA, mohon menunggu 3x24 jam agar transaksi Anda expired secara otomatis. Kemudian Anda dapat mengulangi proses perpanjangan SIM Anda. Terima kasih.",2021-04-22 4:14:33
1500,gp:AOqpTOGvaeTYD82tT2vSrXPgq9a_fMG7UZzLbzdJpxWSB6WdPhHBmK2xecYTWWM6iJNEZJVSqRRLpLYbXKrlgQ,sudarwati sudarwati,https://play-lh.googleusercontent.com/a-/AOh14GgKXFT6qb0TfDBw0-988rZ67cyw6h1t7rTcxI7F,Kode OTP ga muncul-muncul ini harus ngetik no hp pake awalan 0 atau ga sudah coba pake 08xx ga bisa langsung 8x xxx juga ga bisa kalau lihat ulasan para pengguna yang lain saya menyimpulkan memang aplikasi ini masih ga layak untuk di publis jangan karena terburu buru dikejar deadline tp aplikasi ga berfungsi sama sekali,1,0,1.1.2000,2021-04-21 22:26:10,"Mohon maaf atas ketidaknyamannya. Jika Anda tidak mendapatkan OTP, hal tersebut terjadi karena nomor yang Anda masukkan salah atau jaringan/provider Anda sedang bermasalah. Maksimal untuk mendapatkan OTP adalah 3 kali per 5 menit. Setelah itu Anda dapat mencobanya kembali 1 jam kemudian. Jangan lupa untuk mengupdate aplikasi Digital Korlantas Anda.",2021-04-22 4:15:00
1501,gp:AOqpTOG98FycX2vjk6Qus9GiUDiR7BL1oCPZQyrmybcgZzWOaQzMkhcDN75-zH4GayE4LB8w36mVUaGOPSDsQw,Tjahjono Darmohusodo,https://play-lh.googleusercontent.com/a-/AOh14GgCXISK-rEDUKw07NBFIR1QW_LtNbWcGfQpGbHe,Alhamdulillah sudah berhasil digitalisasi SIM A & C ... meskipun harus bbrp kali mengulang waktu verifikasi wajah ... Mdh2n aplikasi bisa terus disempurnakan ... dg teknologi dapat membantu tugas Polri dan masyarakat pengguna ... Bravo POLRI ...,3,0,,2021-04-21 22:15:14,,
1502,gp:AOqpTOEWF-npRab-gGn_iDRuFC7zXr1PvYFNz1I6d_Vg4cJ-jhIYfa6t3_oQNp_NgrV3g-iMnctXgfSHzeGF3Q,Nina Rosanthy,https://play-lh.googleusercontent.com/a-/AOh14Ginmkx-AULYtoO-1RmZmPIrEwzQA_Xc4_LulznVVQ,Aku berhasil dapat SIM. Seneng banget karena ga mesti repot repot. Memang agak lama saat verifikasi data biometrik gitu. Tapi setelahnya lancar lancar saja. ERikkes juga lancar dan ePPsi juga lancar. Jd kita yg jauh blm ada dokter terdekatnya pilih aja pusat. Nanti langsung ikutin aja test online seperti biasa. Alhamdulillah sy lancar2 aja... dan sukses dalam 4 hari bisa mendapatkan SIM nya. Datang pas banget SIM lama saya habis masa. Terima kasih Korlantas. Sukses selalu.,5,19,1.1.2000,2021-04-21 21:54:32,,
1503,gp:AOqpTOEqNDwL5ZMxe1pKuMoZVcmsBJAwQdVk96v4j2EoPMv27pVeDdNbNnxgYSX23-00CuGAZl5hLc0LVE1tgg,Zeni Ambon,https://play-lh.googleusercontent.com/a-/AOh14Gi12rV9FZ-Hy3y_r6XZgxuV1m8nUC8RgLoDFBqI-A,Kok cuma sim A.dan sim C aja.ga ada sim B nya.brarti semua jenis sim ga terdaftar.sama aja bohong ini ma🤦🤦🤦🤦,4,0,1.1.2000,2021-04-21 21:53:07,Mohon maaf atas ketidaknyamanannya. Korlantas POLRI akan meningkatkan kualitas dan layanan dalam aplikasi ini. Terima kasih.,2021-04-22 4:20:27
1504,gp:AOqpTOEQOY-UWgibpGt94gkjWoLuK5-Me2EG7AeVSwDiFnO0QtSPS0-Kyb4Cn-IQMiE2IqFY5j3H70BoYkkoXw,Satria Anwar,https://play-lh.googleusercontent.com/a-/AOh14GjWzWQQ5SOSXnu-jWF2tF4bBLEqnDa6e635t_fR5A,"Lalu bagimana dengan yang sudah lolos hasil rikkes dan hasil test psikologi nya untuk daerah jawa barat , khususnya polres ciamis? Sedangkan kita sudah membayar untuk test psikologi nya ? Mohon di jawab",2,0,1.1.2000,2021-04-21 21:19:11,"Saat ini perpanjangan SIM melalui aplikasi Digital Korlantas POLRI baru melayani beberapa daerah di Indonesia. lokasi tersebut antara lain :

Jakarta-Depok (Polda Metrojaya)
Dirlantas Daan Mogot
Polres Depok Margonda
Jatim (Polda Jatim): Polres Jombang
Bali (Polda Bali) : Polres Denpasar
",2021-04-21 4:33:11
1505,gp:AOqpTOHdbtKVPVTFX2dpbMmUoRsPmzjSOpwth60jvuIiXKwYw85bC7ROItGx1-XvZ6vU1nXyyuzTsRsyrRC9sQ,Ivan Aziz Hardiansyah,https://play-lh.googleusercontent.com/a-/AOh14Ghn6s0OzhQpW4_kpTFADWh6rpzj7zvIUibd-67VKQ,Kalo jadi SIM ku baru aku kasih bintang 5 demi Allah,1,0,1.1.2000,2021-04-21 21:16:45,,
1506,gp:AOqpTOESHiCETquFnucx7IAeQXCS0OkiCECzNgDjdHBrud3xZWBcFuVr9kC55glO9ml9YX2SK0un0nq8s9wS9g,Dady Afriana,https://play-lh.googleusercontent.com/a/AATXAJwDTg0tRbQ4JS2sAj89lg5nXASgMEl14TZuIWXv=mo,Untuk satpas polda kenapa belum ada?,2,0,1.1.2000,2021-04-21 20:58:19,"Saat ini perpanjangan SIM melalui aplikasi Digital Korlantas POLRI baru melayani beberapa daerah di Indonesia. Kedepan, kami akan menambahkan area pelayanan kami. Anda dapat memilih lokasi SATPAS yang tersedia di aplikasi dan memilih metode pengiriman POS Indonesia agar SIM dikirim ke tempat Anda. Terima kasih.",2021-04-22 4:21:34
1507,gp:AOqpTOECgqDnFyyqsH3AKm4NmFZ7_koi16DuNwjFF-ojkIF8GJ8wOy6AZcasfMoGwoifKlxEi2qgstOeh8VVcQ,Jafar One,https://play-lh.googleusercontent.com/a/AATXAJyGBlaG9_qLxYOFHi1qP9hp2kz3WCvUVrMZqL8h=mo,Aplikadinya banyak yg gak berfungsi,1,0,1.1.2000,2021-04-21 20:58:10,"Mohon maaf atas ketidaknyamanannya. Silahkan mengupdate aplikasi Digital Korlantas POLRI Anda dan mencobanya kembali secara berkala. Apabila masih ada isu, mohon mengirimkan email ke info@digitalkorlantas.id agar kami dapat membantu menyelesaikan isu yang Anda alami. Korlantas POLRI akan meningkatkan kualitas aplikasi ini. Terima kasih.",2021-04-22 4:21:56
1508,gp:AOqpTOG2VD1CIhRr6r9SetqkH4mZYX23K8VQYMcBWC-4ntuaWw6UN2jtdvGOyYVctV4V3462iTJVvbBk7sWekw,HP KANTOR,https://play-lh.googleusercontent.com/a/AATXAJxYHRUJpWrXX3nmnIUx9QbYHmNwhyaCqKMPhCET=mo,Untuk foto profil nya tidak muncul padahal sudah update,3,0,1.1.2000,2021-04-21 20:55:46,,
1509,gp:AOqpTOFBEnVg58ytcZlqDBy6dbjJntyF6VwufO9qGPrgWYzSWoS6kf_1pBOMc5CxyQKYTh4vJ-CsmGLDK1q6LQ,nika prasetio,https://play-lh.googleusercontent.com/a/AATXAJwh3kS2DVK7lPbdLKiTlg7sRuTkYp5wxU2iLf6B=mo,"Pas saya mau registrasi di ePPsi selalu gagal, gagalnya data NIK tidak ditemukan, periksa kembali NIK anda. Padahal data NIK saya sudah sesuai dengan EKTP. Mohon pencerahannya. Terima kasih.",1,0,1.1.2000,2021-04-21 20:20:05,"Mohon maaf atas ketidaknyamanannya. Silahkan mengupdate aplikasi Digital Korlantas POLRI Anda dan mencobanya kembali secara berkala. Apabila masih ada isu, mohon mengirimkan email ke info@digitalkorlantas.id agar kami dapat membantu menyelesaikan isu yang Anda alami. Korlantas POLRI akan meningkatkan kualitas aplikasi ini. Terima kasih.
",2021-04-21 3:01:26
1510,gp:AOqpTOGCKQtzASCqFtPZZOfHC1y8qec5n4bLHxW9bqM94gzIGyrssMAnC9Zq_fPkS-6IIwe6o0jr0s672e85wA,Hedi Janiady,https://play-lh.googleusercontent.com/a/AATXAJxlr7Md2-NAcxE_hW9O101DX2JxAZilngMFgIv7=mo,Verifikasi nik...kok gk bisa..,5,0,1.0.0,2021-04-21 19:34:03,,
1511,gp:AOqpTOH-zpZ_qnVi73icQnocbMWgUbUPFgRc67tPkha51EMj1sLq06Dok3foCy98jdd6LmGJBupKVMZJaGBGqw,Lufis Chutubi,https://play-lh.googleusercontent.com/a-/AOh14GiTU1xsmpmSsC1Oxr7mfcXF0jylVpdIGbkls3m_hw,Susah dan ribet verifikasi wajah (gagal terus). Ternyata cuma memanfaatkan dari aplikasi... Abal2...,1,0,,2021-04-21 19:30:16,"Mohon maaf atas ketidaknyamanannya. Pastikan mendapatkan pencahayaan yang baik, tidak mengenakan kacamata saat foto, pandangan fokus ke motion yang ada pada layar handphone Anda dan ikuti instruksi gerakan dari proses pengambilan foto, dan pastikan sinyal atau jaringan dalam kondisi baik. Jangan lupa untuk update aplikasi Digital Korlantas Anda.",2021-04-22 4:25:35
1512,gp:AOqpTOFf3vH-l2P_VY14oYpwqmJLc9xtpa1dzkdvEGiLqsUypHDp7X5O_Gwv2NNcyvn_zj5qDw8V_iDhJTv1Ew,David Rifqy,https://play-lh.googleusercontent.com/a-/AOh14GjymtiuCZkJLjeDhvur3y43ym2tatqgK4mg8UFZ,Kenapa saya ngga bisa buat pin udah bolak balik ribuan kali masih ngga bisa padahal pin nya benar tapi salah mulu invalid validation mulu.. gimana ini ngga bisa di andalalin padahal udah bagusss banget ada aplikasi yang mudahin buat masyarakat..,1,0,1.1.2000,2021-04-21 19:17:44,,
1513,gp:AOqpTOG3s62e3Vl3eO-0Gc8XNbzjYUXt2vRkz8R80fo1uJkKmUQOZ8BmxIJg97CZ3H1lRYfUsx3ybOAAwNjgLw,Deni Hardianto,https://play-lh.googleusercontent.com/a/AATXAJyf-rCQl776i-sU3NgwqMh7SIkLBUvWcyrEaYng=mo,"Saya apresiasi dengan adanya upaya pembuatan aplikasi ini, masyarakat atau user tingal bersabar, karena setiap aplikasi tidak akan langsung sempurna. Kita tunggu saja update nya",5,0,,2021-04-21 19:09:41,,
1514,gp:AOqpTOEgCaWI3DFvT5dyTwNV0yVDgpRet2EjPllibhCmC4jYmTTSsuWTqqnz1Wb71Dg4RJ8MBqtQdMoJT662Gw,harry jou,https://play-lh.googleusercontent.com/a-/AOh14Gjvrh6fh6R2fo3mEpjFACQldRmh3HAFHr23AbjsBA,"Sangat membantu,,",5,0,1.1.2000,2021-04-21 18:49:45,,
1515,gp:AOqpTOE7efztmmOLHkgczOXAY_CG3r06-bOaTYsig-xgc3isy_MeswbCrlzSn8yFVNIpE6_8yH0ynsHEvQ9OOg,hendar O,https://play-lh.googleusercontent.com/a-/AOh14GjDt9pqHxcj52e1HC4MLOtNL3nws69dBo_PYl7VGw,"Setelah verifikasi wajah berhasil, pas klik menu sinar/SIM...diminta verifikasi email kembali...padahal email telah di verifikasi pas pertama daftar...boro2 nongol menu perpanjangan SIM...buat apa aplikasi ini di buat klu tetap harus di SAMSAT lagi....",1,0,1.1.2000,2021-04-21 18:41:45,,
1516,gp:AOqpTOG-VoXIzdPKWLdV50GW_1ZvYn-VRA7Jt_GO0Yw-uFro0eicqC-V2mB8_wgzFsu_8Pk-1cV4qF6CB4MUbw,Taufik Hidayat,https://play-lh.googleusercontent.com/a/AATXAJw8dUMqeUvbf12OiwcQ7dsYPmUk73Sw6GcDxOO0=mo,Ini gimana sih aplikasinya verifikasi ktp gagal terus sudah berulang kali nyoba. Bantu dong,3,0,1.1.2000,2021-04-21 17:26:20,"Mohon maaf atas ketidaknyamanannya. Pastikan mendapatkan pencahayaan yang baik, tidak mengenakan kacamata saat foto, pandangan fokus ke motion yang ada pada layar handphone Anda dan ikuti instruksi gerakan dari proses pengambilan foto, dan pastikan sinyal atau jaringan dalam kondisi baik. Jangan lupa untuk update aplikasi Digital Korlantas Anda.",2021-04-22 4:26:28
1517,gp:AOqpTOGbRLHwZhrh9nhoaWffohjIuMkBRzKEE-jM3lV5uqCy6IessgLsqC3JO0dNnnjMF0Bc1fN7rkUEMR8Wfw,Muh Ridho,https://play-lh.googleusercontent.com/a-/AOh14GiLGUX7KMjULpVKBLJZNbS1Xhj6Xl4kDVgpIuUb5A,ternyata harus instal 2 aplikasi lain untuk test kesehtan dan psikologi,3,0,1.1.2000,2021-04-21 17:14:50,,
1518,gp:AOqpTOETzswYSc2WTRFKX1rAnbLBOiqXDW5Kh2JGwYVXrKCpN1cHpFkAYlnXkfKzURku7knxoTN0LvvWaKO8Kw,lim suharno,https://play-lh.googleusercontent.com/a/AATXAJwhj7A4_Ck__W4edjt6NZrlEQw4gqrEpRl9-fq3=mo,Indonesia ohhh Indonesia omg,1,0,1.1.2000,2021-04-21 16:12:37,,
1519,gp:AOqpTOGXlAe4Gv1ZLv_W-G0BbHPgehXHOoGFhJ0UQpQTnyZnyesbOPlTocNqSHl56I4q-qiTbkV1h6xVJTHH8w,Fidel Marvel,https://play-lh.googleusercontent.com/a/AATXAJzclg_2U3XYTu9t1tnSo3cVs_oPX_Bw8HLaRwWX=mo,Dukung terus profesionalisme POLRI #PRESISI,5,0,1.1.2000,2021-04-21 16:07:19,,
1520,gp:AOqpTOGwOYPFc40hLBGwSy5pF4C29_eUVGQ6soSwYOHY19lznsDLNtOmyIqX31gyD5SzjdWgfgHK-zYwM5howA,Firman Ramadan,https://play-lh.googleusercontent.com/a-/AOh14GjJEtoOry6zmT-JQHqV2kJhQloQH2EZiZmaXaVR,"Mohon ijin bertanya🙏🙏🙏 secara proses perpanjangan di aplikasi selalu ERROR, apakah bisa malakukan proses perpanjangan ke lokasi satpas terdekat atau ada solusi lain.?!",5,0,1.1.2000,2021-04-21 16:03:13,,
1521,gp:AOqpTOHUob8K1m9J4lxDvXnW9hWP0CMCxyoNmFMjAN6OZk8xL_3ecHDvOdNh6y9L8xy-7eh18u-Wk0UKiP7F-A,buce kurniawan,https://play-lh.googleusercontent.com/a-/AOh14GiU3uP5bN9XG3S2CyNGXquIvDk4Vqzn0Xz8E-OV,"E-Rikkes saya di status aplikasinya data sudah tersimpan dan sudah dapat QR Booking dan menunggu pembayaran, selanjutnya saya harus datang juga ke kantor SATPAS sim Daan mogot untuk ketemu dokter atau gimana ya ??",3,0,1.1.2000,2021-04-21 16:00:19,,
1522,gp:AOqpTOHn2flIbYTIU8zdXvDwKirOxDiOldah_S8L9pNeI7CoFMBWqV3ANdVhVjObDZcpMkb4DJRRdAXXAxo5Wg,Dinik Lestari,https://play-lh.googleusercontent.com/a/AATXAJxlBPBxWZ3mRw3EJdJj210PXvaqWeubcWZF2MWf=mo,"Mohon info kenapa saat pemilihan satpas,setelah dipilih polda jatim opsi satpas yang muncul hanya satpas jombang?yang saya butuhkan satpas polresta malang",3,0,1.1.2000,2021-04-21 15:53:18,"Saat ini perpanjangan SIM melalui aplikasi Digital Korlantas POLRI baru melayani beberapa daerah di Indonesia. Kedepan, kami akan menambahkan area pelayanan kami. Anda dapat memilih lokasi SATPAS yang tersedia di aplikasi dan memilih metode pengiriman POS Indonesia agar SIM dikirim ke tempat Anda. Terima kasih.",2021-04-22 4:31:21
1523,gp:AOqpTOHIHa83kMVl9FBJCKn37IzuEU415eKzMICcYdpTDAgvFtI1bnIqMdMWL26GA4dmAuItWdvmXcU-JNnqUQ,JAB Riung,https://play-lh.googleusercontent.com/a-/AOh14GhkhxpAtRuW0aJkIRJxzaNOUC3hshfxfvQFOR6c2A,Kenapa aplikasi belum siap digunakan ya? Padahal saya lagi butuh SIM,5,0,1.1.2000,2021-04-21 15:51:24,,
1524,gp:AOqpTOGp7mu8N3JJocj1OkuT7JKVqVTAOgH12ualef1VIvktsBgi0VTBZq2ZG5CyKGwdcIDiLcKHS0v8w_2ShQ,Netty Sulastri Manalu,https://play-lh.googleusercontent.com/a-/AOh14Gj2I3sy6SI0EyvDT7PvjGzBL63AJL--yrtpQISZJw,"Pendaftaran sim online kapan bisa nya, udah masuk berita di tv udah sebar informasi, tapi aplikasi tak support. Ngapain diinformasikan ke masyarakat kalau gak siap.. hadehh... 😴😴",1,0,1.1.2000,2021-04-21 15:23:01,,
1525,gp:AOqpTOEcjPqaSWvu7ifI44JpTiC-kyxB2993oMfM-X0_JZTbVcYClFhd2Wch_jYj00FXAdlnt4DltiUUaYWPhA,Reunion Art&Craft,https://play-lh.googleusercontent.com/a-/AOh14GhuFvnAmhnfFRRjszRjcFgGqAGXwEpyhbZnxXYlQg,"Masih kendala di tahun masa berlaku pilihan nya cuma 2021 aja, tolong diperbaiki secepatnya min,.. makasih",3,0,1.1.2000,2021-04-21 15:20:07,,
1526,gp:AOqpTOE5NDsisqgAYua_TVNx7q_zevRZOipknIA36AuVKUFcIewtR6Zj_vNH14_6C_Ur0reGQKs3DzpaSIF1MA,HN CHANNEL,https://play-lh.googleusercontent.com/a-/AOh14GggRnyuE-pXT7y2N3m8QgVC-LBtwjFepvUdtcAHDg,"Tolong diperbaiki lagi dan ditambahkan untuk perpanjangan SIM B1/B1 Umum, SIM B2/B2 Umum, jangan cuma SIM A dan SIM C saja yg bisa perpanjangan dengan sistem online, sukses terus Korlantas POLRI👍🏼👍🏼👍🏼",5,0,1.1.2000,2021-04-21 15:16:16,Mohon maaf atas ketidaknyamanannya. Korlantas POLRI akan terus meningkatkan kualitas dan layanan dalam aplikasi ini. Terima kasih.,2021-04-22 4:35:24
1527,gp:AOqpTOFK0mEh91GrSo0lQxL3kWNArOV4NQ1c9sx2digOyy1VaBCjbRAec_QIlISmzze5CtYZfAUZaJHxRZRjeQ,Chariuun Hamgus,https://play-lh.googleusercontent.com/a-/AOh14Ghrouq8uwsCo4PpbXwesA0U0HRqHF300Ng1L655,Bagus,5,0,1.1.2000,2021-04-21 15:10:43,,
1528,gp:AOqpTOGwU2TAELFnNakjFsVnIdefHJDGGitaeseOCF9HUhU76pa9i73Ca8lxJh5n7CwXN_yVvCMtf-rx8cBG0A,Shandey Why,https://play-lh.googleusercontent.com/a/AATXAJx_rAp7gdiRFuSjo_UkI-Um2smIxlz1URK38Fmi=mo,"Udah tes,isi data,mencoba ngulangin trus,sampai pembaruan aplikasi & berharap bs sangat membantu buat yg g bs ninggalin pekerjaan.tp hasilny mengecewakan.pas sampai menu PILIH WILAYAH POLDA yg muncul cm METRO JAYA & JATIM.terpaksa harus brhenti dsitu .. Tolong perbaiki lagi ..",1,0,1.1.2000,2021-04-21 14:56:45,"Saat ini perpanjangan SIM melalui aplikasi Digital Korlantas POLRI baru melayani beberapa daerah di Indonesia. Kedepan, kami akan menambahkan area pelayanan kami. Anda dapat memilih lokasi SATPAS yang tersedia di aplikasi dan memilih metode pengiriman POS Indonesia agar SIM dikirim ke tempat Anda. Terima kasih.",2021-04-22 4:36:13
1529,gp:AOqpTOEsNvyceeqG5izK8n9LDPDCG0kH9ZCoGXuMk4J72HkWxoWYurCJi1VQvSkwDwrT36H39kQEEJWqTJn7NQ,Okajaya Kusuma Warenda,https://play-lh.googleusercontent.com/a/AATXAJxymK-BvdD0jGVC4vl5JUski1WGKhE0ur1ZyP-O=mo,Verifikasi gagal,1,0,1.1.2000,2021-04-21 14:47:59,"Mohon maaf atas ketidaknyamanannya. Pastikan mendapatkan pencahayaan yang baik, tidak mengenakan kacamata saat foto, pandangan fokus ke motion yang ada pada layar handphone Anda dan ikuti instruksi gerakan dari proses pengambilan foto, dan pastikan sinyal atau jaringan dalam kondisi baik. Jangan lupa untuk update aplikasi Digital Korlantas Anda.",2021-04-22 4:36:39
1530,gp:AOqpTOES1RilOINREN9idXbX8BApAGxNsMxbbwy0zZ1v6y4tRTAcrZfSU3Laf0QiccizPfc5sBPFQnfrvljfWQ,Krisnanta Sapta,https://play-lh.googleusercontent.com/a-/AOh14GhPiqnOxtpg16rgnQzgQqotp0Jn-dUQ09Ku_SGBRA,"Saya mendengar di berita bisa membuat SIM secara online dengan aplikasi ini, tapi setelah saya coba fitur tersebut belum hadir. Mohon segera dihadirkan fitur pembuatan SIM baru agar mempermudah pembuatan SIM",2,0,1.1.2000,2021-04-21 14:36:19,,
1531,gp:AOqpTOGzaFjc10eObVhTqZ89xuOCcO2BdgZuOcBKjAOrRIAXHyIOBDfL4Kk-3LlpCFPhzCbwo1S8MYob3dfL9w,Mas Yuli,https://play-lh.googleusercontent.com/a/AATXAJyc7OlqtlNBmrkRXkeWqobDK0DsIvRfi1oYE0PT=mo,"Sudah pada tahap verifikasi KTP, tapi gagal karena nomor pakai kartu halo, ganti pake nomor simpati bisa, saya harap ke depan juga ada pilihan fitur ganti nomor, karena seperti nya belum ada fitur itu sekarang",4,0,1.1.2000,2021-04-21 14:32:43,,
1532,gp:AOqpTOG1-eic4bXGt_xEzNO9uquIyg_xb4zmRkGoXiFF6LF3UYfkXHzFOcGU7TQskY-A5BlNV8yBe32QNxHycA,Panca Muhammad Yusuf,https://play-lh.googleusercontent.com/a-/AOh14Ghf4xcCSwvhjKm7cuxtIBmRBWl0q1qtArqrCNLHUg,Tinggal kesehatan yg blm bisa online,4,0,1.0.0,2021-04-21 14:31:40,,
1533,gp:AOqpTOHI7RhoyMRMgjzjGRlX-LY5HivyUtXQrFzM9E3XUFWjQuBrzlODgNHMGPlS6oudkwV3crrgH4AKxbcFmw,I AM DIAN,https://play-lh.googleusercontent.com/a-/AOh14Gg25bNz1T4ONczty4EfXeTOIXChvXEX1NQGikO-,Tinggal transfer pembayaran akhir tp nomer rekening tidak bisa dilihat kembali. Gimana solusinya... :(,4,0,1.0.0,2021-04-21 14:26:20,,
1534,gp:AOqpTOFgdjHoQOu4ymiwd2iB_GG2HPDXSdCyKc6CV2s7Ke1GXNYRgQCJKTxG3LInzZ8TXMNrn8EAT51BEJ17iQ,Patwal C733,https://play-lh.googleusercontent.com/a/AATXAJy7SWwTcI9OAr_XDp4-6tX3yzOFmGEyijYTH8C_=mo,Aplikasi yang sangat membantu dan memudahkan masyarakat dalam proses perpanjangan SIM,5,0,1.1.2000,2021-04-21 14:19:44,,
1535,gp:AOqpTOGBJFoG-d-ccYCHX8sL4eq_HWVEf5MjCMdB0tJEcUOTiXN5j3G9d0zW0CTtUdxt1EY5Y4YodFUUy7h64g,Vsny,https://play-lh.googleusercontent.com/a-/AOh14Gj1HMAALEEp-IbEhQSTPIxLUZVH2EPtwTqZfSxi,ini knp kode otp gperna msuk ya,1,0,1.1.2000,2021-04-21 14:17:01,,
